id,effectiveTime,active,moduleId,conceptId,languageCode,typeId,term,caseSignificanceId,last_updated
101013,20020131,1,900000000000207008,126813005,en,900000000000013009,Neoplasm of anterior aspect of epiglottis,900000000000020002,2025-11-24 11:08:13
101013,20170731,1,900000000000207008,126813005,en,900000000000013009,Neoplasm of anterior aspect of epiglottis,900000000000448009,2025-11-24 11:08:13
102018,20020131,1,900000000000207008,126814004,en,900000000000013009,Neoplasm of junctional region of epiglottis,900000000000020002,2025-11-24 11:08:13
102018,20170731,1,900000000000207008,126814004,en,900000000000013009,Neoplasm of junctional region of epiglottis,900000000000448009,2025-11-24 11:08:13
103011,20020131,1,900000000000207008,126815003,en,900000000000013009,Neoplasm of lateral wall of oropharynx,900000000000020002,2025-11-24 11:08:13
103011,20170731,1,900000000000207008,126815003,en,900000000000013009,Neoplasm of lateral wall of oropharynx,900000000000448009,2025-11-24 11:08:13
104017,20020131,1,900000000000207008,126816002,en,900000000000013009,Neoplasm of posterior wall of oropharynx,900000000000020002,2025-11-24 11:08:13
104017,20170731,1,900000000000207008,126816002,en,900000000000013009,Neoplasm of posterior wall of oropharynx,900000000000448009,2025-11-24 11:08:13
105016,20020131,1,900000000000207008,126817006,en,900000000000013009,Neoplasm of esophagus,900000000000020002,2025-11-24 11:08:13
105016,20170731,1,900000000000207008,126817006,en,900000000000013009,Neoplasm of esophagus,900000000000448009,2025-11-24 11:08:13
106015,20020131,1,900000000000207008,126818001,en,900000000000013009,Neoplasm of cervical esophagus,900000000000020002,2025-11-24 11:08:13
106015,20170731,1,900000000000207008,126818001,en,900000000000013009,Neoplasm of cervical esophagus,900000000000448009,2025-11-24 11:08:13
107012,20020131,1,900000000000207008,126819009,en,900000000000013009,Neoplasm of thoracic esophagus,900000000000020002,2025-11-24 11:08:13
107012,20170731,1,900000000000207008,126819009,en,900000000000013009,Neoplasm of thoracic esophagus,900000000000448009,2025-11-24 11:08:13
108019,20020131,1,900000000000207008,126820003,en,900000000000013009,Neoplasm of abdominal esophagus,900000000000020002,2025-11-24 11:08:13
108019,20170731,1,900000000000207008,126820003,en,900000000000013009,Neoplasm of abdominal esophagus,900000000000448009,2025-11-24 11:08:13
110017,20020131,1,900000000000207008,126822006,en,900000000000013009,Neoplasm of middle third of esophagus,900000000000020002,2025-11-24 11:08:13
110017,20170731,1,900000000000207008,126822006,en,900000000000013009,Neoplasm of middle third of esophagus,900000000000448009,2025-11-24 11:08:13
111018,20020131,1,900000000000207008,126823001,en,900000000000013009,Neoplasm of lower third of esophagus,900000000000020002,2025-11-24 11:08:13
111018,20170731,1,900000000000207008,126823001,en,900000000000013009,Neoplasm of lower third of esophagus,900000000000448009,2025-11-24 11:08:13
112013,20020131,1,900000000000207008,126824007,en,900000000000013009,Neoplasm of stomach,900000000000020002,2025-11-24 11:08:13
112013,20170731,1,900000000000207008,126824007,en,900000000000013009,Neoplasm of stomach,900000000000448009,2025-11-24 11:08:13
113015,20020131,1,900000000000207008,126825008,en,900000000000013009,Neoplasm of cardia of stomach,900000000000020002,2025-11-24 11:08:13
113015,20170731,1,900000000000207008,126825008,en,900000000000013009,Neoplasm of cardia of stomach,900000000000448009,2025-11-24 11:08:13
114014,20020131,1,900000000000207008,126826009,en,900000000000013009,Neoplasm of fundus of stomach,900000000000020002,2025-11-24 11:08:13
114014,20170731,1,900000000000207008,126826009,en,900000000000013009,Neoplasm of fundus of stomach,900000000000448009,2025-11-24 11:08:13
115010,20020131,1,900000000000207008,126827000,en,900000000000013009,Neoplasm of body of stomach,900000000000020002,2025-11-24 11:08:13
115010,20170731,1,900000000000207008,126827000,en,900000000000013009,Neoplasm of body of stomach,900000000000448009,2025-11-24 11:08:13
116011,20020131,1,900000000000207008,126828005,en,900000000000013009,Neoplasm of lesser curvature of stomach,900000000000020002,2025-11-24 11:08:13
116011,20170731,1,900000000000207008,126828005,en,900000000000013009,Neoplasm of lesser curvature of stomach,900000000000448009,2025-11-24 11:08:13
117019,20020131,1,900000000000207008,126829002,en,900000000000013009,Neoplasm of greater curvature of stomach,900000000000020002,2025-11-24 11:08:13
117019,20170731,1,900000000000207008,126829002,en,900000000000013009,Neoplasm of greater curvature of stomach,900000000000448009,2025-11-24 11:08:13
118012,20020131,1,900000000000207008,126830007,en,900000000000013009,Neoplasm of pyloric antrum,900000000000020002,2025-11-24 11:08:13
118012,20170731,1,900000000000207008,126830007,en,900000000000013009,Neoplasm of pyloric antrum,900000000000448009,2025-11-24 11:08:13
119016,20020131,1,900000000000207008,126831006,en,900000000000013009,Neoplasm of pylorus,900000000000020002,2025-11-24 11:08:13
119016,20170731,1,900000000000207008,126831006,en,900000000000013009,Neoplasm of pylorus,900000000000448009,2025-11-24 11:08:13
120010,20020131,1,900000000000207008,126832004,en,900000000000013009,Neoplasm of small intestine,900000000000020002,2025-11-24 11:08:13
120010,20170731,1,900000000000207008,126832004,en,900000000000013009,Neoplasm of small intestine,900000000000448009,2025-11-24 11:08:13
121014,20020131,1,900000000000207008,126833009,en,900000000000013009,Neoplasm of duodenum,900000000000020002,2025-11-24 11:08:13
121014,20170731,1,900000000000207008,126833009,en,900000000000013009,Neoplasm of duodenum,900000000000448009,2025-11-24 11:08:13
122019,20020131,1,900000000000207008,126834003,en,900000000000013009,Neoplasm of jejunum,900000000000020002,2025-11-24 11:08:13
122019,20170731,1,900000000000207008,126834003,en,900000000000013009,Neoplasm of jejunum,900000000000448009,2025-11-24 11:08:13
123012,20020131,1,900000000000207008,126835002,en,900000000000013009,Neoplasm of ileum,900000000000020002,2025-11-24 11:08:13
123012,20170731,1,900000000000207008,126835002,en,900000000000013009,Neoplasm of ileum,900000000000448009,2025-11-24 11:08:13
124018,20020131,1,900000000000207008,126836001,en,900000000000013009,Neoplasm of Meckel's diverticulum,900000000000020002,2025-11-24 11:08:13
125017,20020131,1,900000000000207008,126837005,en,900000000000013009,Neoplasm of large intestine,900000000000020002,2025-11-24 11:08:13
125017,20170731,1,900000000000207008,126837005,en,900000000000013009,Neoplasm of large intestine,900000000000448009,2025-11-24 11:08:13
126016,20020131,1,900000000000207008,126838000,en,900000000000013009,Neoplasm of colon,900000000000020002,2025-11-24 11:08:13
126016,20170731,1,900000000000207008,126838000,en,900000000000013009,Neoplasm of colon,900000000000448009,2025-11-24 11:08:13
127013,20020131,1,900000000000207008,126839008,en,900000000000013009,Neoplasm of cecum,900000000000020002,2025-11-24 11:08:13
127013,20170731,1,900000000000207008,126839008,en,900000000000013009,Neoplasm of cecum,900000000000448009,2025-11-24 11:08:13
128015,20020131,1,900000000000207008,126840005,en,900000000000013009,Neoplasm of ascending colon,900000000000020002,2025-11-24 11:08:13
128015,20170731,1,900000000000207008,126840005,en,900000000000013009,Neoplasm of ascending colon,900000000000448009,2025-11-24 11:08:13
